document_id,title,author,published_date,document_type,source_id,source_url,final_url,fulltext_status,rights_status,license,evidence_level,local_original_path,local_text_path,file_size,page_count,word_count,sha256,ocr_status,quality_status,retrieved_at,content_type,error_message,version,created_at,updated_at,relevance_status,relevance_score,relevance_reason,eligible_for_retrieval,canonical_document_id,is_retrieval_representative
DOC-000042,Proteogenomics Study of Blastobotrys adeninivorans TMCC 70007A Dominant Yeast in the Fermentation Process of Pu-erh Tea,,,component,SRC-000002,https://doi.org/10.1021/acs.jproteome.1c00205.s005,https://doi.org/10.1021/acs.jproteome.1c00205.s005,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000042,1
DOC-000043,Proteogenomics Study of Blastobotrys adeninivorans TMCC 70007A Dominant Yeast in the Fermentation Process of Pu-erh Tea,,,component,SRC-000002,https://doi.org/10.1021/acs.jproteome.1c00205.s006,https://doi.org/10.1021/acs.jproteome.1c00205.s006,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000043,1
DOC-000044,Proteogenomics Study of Blastobotrys adeninivorans TMCC 70007A Dominant Yeast in the Fermentation Process of Pu-erh Tea,,,component,SRC-000002,https://doi.org/10.1021/acs.jproteome.1c00205.s004,https://doi.org/10.1021/acs.jproteome.1c00205.s004,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000044,1
DOC-000045,Proteogenomics Study of Blastobotrys adeninivorans TMCC 70007A Dominant Yeast in the Fermentation Process of Pu-erh Tea,,,component,SRC-000002,https://doi.org/10.1021/acs.jproteome.1c00205.s002,https://doi.org/10.1021/acs.jproteome.1c00205.s002,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000045,1
DOC-000046,Comparative analysis of chemical constituents and antioxidant activity in tea-leaves microbial fermentation of seven tea-derived fungi from ripened Pu-erh tea,Zihao Wang; Chengqin Zheng; Cunqiang Ma; Bingsong Ma; Jiacai Wang; Binxing Zhou; Tao Xia,2021-5,journal-article,SRC-000002,https://api.elsevier.com/content/article/PII:S0023643821001596?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:S0023643821001596?httpAccept=text/xml,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000046,1
DOC-000047,Effects of Storage Time on the Quality and Microbial Community of Ripe Pu-Erh Tea,Liuyu Li; Yiqiao Zhao; Yilong Li; Lisha Ran; jinhua Chen; Kunbo Wang; Zhonghua Liu; Shi Li; Jianan Huang; Mingzhi Zhu,2025,posted-content,SRC-000002,https://doi.org/10.2139/ssrn.5360606,https://doi.org/10.2139/ssrn.5360606,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000047,1
DOC-000048,Microbiota drive insoluble polysaccharides utilization via microbiome-metabolome interplay during Pu-erh tea fermentation,Xiqing Bian; Wen Miao; Ming Zhao; Yiran Zhao; Ying Xiao; Na Li; Jian-Lin Wu,2022-5,journal-article,SRC-000002,https://api.elsevier.com/content/article/PII:S0308814621030132?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:S0308814621030132?httpAccept=text/xml,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000048,1
DOC-000049,"Effect of Microbial Fermentation on Content of Statin, GABA, and Polyphenols in Pu-Erh Tea",Kee-Ching Jeng; Chin-Shuh Chen; Yu-Pun Fang; Rolis Chien-Wei Hou; Yuh-Shuen Chen,2007-9-20,journal-article,SRC-000002,https://pubs.acs.org/doi/pdf/10.1021/jf071629p,https://pubs.acs.org/doi/pdf/10.1021/jf071629p,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000049,1
DOC-000050,"Effects of Microbial Action and Moist-Heat Action on the Nonvolatile Components of Pu-Erh Tea, as Revealed by Metabolomics",,,component,SRC-000002,https://doi.org/10.1021/acs.jafc.2c05925.s001,https://doi.org/10.1021/acs.jafc.2c05925.s001,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000050,1
DOC-000051,Influence of the post-fermentation by four Aspergillus strains on the aroma of pu-erh tea,Tu Pengfei,2016-4,journal-article,SRC-000002,https://doi.org/10.5246/jcps.2016.04.032,https://doi.org/10.5246/jcps.2016.04.032,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000051,1
DOC-000052,"The unique aroma of ripened Pu-erh tea, Liupao tea and Tietban tea: Associated post-fermentation condition and dominant microorganism with key aroma-active compound",Yiwei Weng; Linmu Chen; Jirui Kun; Shiqiang He; Huarong Tong; Yingjuan Chen,2025-2,journal-article,SRC-000002,https://api.elsevier.com/content/article/PII:S0308814624034381?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:S0308814624034381?httpAccept=text/xml,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000052,1
DOC-000053,Enhancement of Fermentation Process in Pu‐Erh Tea by Tea‐Leaf Extract,C.W. Hou; K.C. Jeng; Y.S. Chen,2010-1,journal-article,SRC-000002,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1750-3841.2009.01441.x,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fj.1750-3841.2009.01441.x,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000053,1
DOC-000054,Effect of different drying methods after fermentation on the aroma of Pu-erh tea (ripe tea),Zhixia Wang; Dan Su; Hongtao Ren; Qian Lv; Ling Ren; Yali Li; Hongjie Zhou,2022-12,journal-article,SRC-000002,https://api.elsevier.com/content/article/PII:S0023643822010647?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:S0023643822010647?httpAccept=text/xml,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000054,1
DOC-000055,Comparison of Quality Characteristic and Antioxidant Potential of Cultivated Pu-erh and Gushu Pu-erh Tea Extracts at Two Temperatures,Sung-Hee Choi; Il-Doo Kim; Sanjeev Kumar Dhungana; Do-Gong Kim,2018-9-30,journal-article,SRC-000002,https://microbiologyjournal.org/comparison-of-quality-characteristic-and-antioxidant-potential-of-cultivated-pu-erh-and-gushu-pu-erh-tea-extracts-at-two-temperatures/,https://microbiologyjournal.org/comparison-of-quality-characteristic-and-antioxidant-potential-of-cultivated-pu-erh-and-gushu-pu-erh-tea-extracts-at-two-temperatures/,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000055,1
DOC-000056,"Changes In Sensory Characteristics, Chemical Composition And Microbial Succession During Fermentation of Ancient Plants Pu-Erh Tea",Teng Wang; Ruo-yu Li; Liu Kunyi; Qiu-yue Chen; Nianguo Bo; Qi Wang; Yan-qing Xiao; Gen Sha; Siqin Chen; Xin Lei; Yi Lu; Yan Ma; Ming Zhao,2023,posted-content,SRC-000002,https://doi.org/10.2139/ssrn.4588696,https://doi.org/10.2139/ssrn.4588696,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000013,0
DOC-000057,Development of the fingerprints of crude Pu-erh tea and ripened Pu-erh tea by high­performance liquid chromatography,Liang Zhang; Peng-Fei Tu,2011-7-1,journal-article,SRC-000002,https://doi.org/10.5246/jcps.2011.04.044,https://doi.org/10.5246/jcps.2011.04.044,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T09:58:58+00:00,2026-08-12T21:39:59+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000057,1
DOC-000066,Yunnan Pu-erh Tea,Jiashun Gong; Qiuping Wang; Sarote Sirisansaneeyakul; Anna McElhatton,2016,book-chapter,SRC-000002,http://link.springer.com/content/pdf/10.1007/978-1-4899-7671-0_15,http://link.springer.com/content/pdf/10.1007/978-1-4899-7671-0_15,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000066,1
DOC-000067,Pu-erh tea,Selena Ahmed; John Richard Stepp,2025,book-chapter,SRC-000002,https://api.elsevier.com/content/article/PII:B9780443141584000518?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:B9780443141584000518?httpAccept=text/xml,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000067,1
DOC-000068,Pu-erh Tea,Selena Ahmed; John Richard Stepp,2013,book-chapter,SRC-000002,https://doi.org/10.1016/b978-0-12-384937-3.00005-7,https://doi.org/10.1016/b978-0-12-384937-3.00005-7,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000067,0
DOC-000069,Characterization of Volatile Substances in Pu-erh Tea (Raw Tea) at Different Storage Times,Yang Liu; Zhixia Wang; Xinyi Zhang; Hongyu Chen; Dianrong Ruan; Silei Bai; Jianan Huang; Zhonghua Liu,2025-2-28,journal-article,SRC-000002,https://www.mdpi.com/2304-8158/14/5/840/pdf,https://www.mdpi.com/2304-8158/14/5/840/pdf,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000069,0
DOC-000070,The mechanisms of weight-cutting effect in Pu-erh tea,Xiao-Jü ZOU; Yi-Hong DING; Bin LIANG,2013-1-28,journal-article,SRC-000002,https://www.zoores.ac.cn/article/exportPdf?id=3204,https://www.zoores.ac.cn/article/exportPdf?id=3204,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000070,1
DOC-000071,Characterization of the thermal release dynamics of key aroma substances in Pu-erh tea and instant Pu-erh tea,Wazhen Xu; Xue-Jiao Wu; Yuqi Yuan; Tengfei Hu; Changwei Liu; Guohe Chen; Jian-An Huang; Zhonghua Liu; Chao Wang,2026,posted-content,SRC-000002,https://doi.org/10.2139/ssrn.6275140,https://doi.org/10.2139/ssrn.6275140,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000071,1
DOC-000072,Effects of high temperature and high humidity (HTHH) treatment on quality of raw Pu-erh tea: Evaluating the rapid conversion process to ripe Pu-erh tea,Tong Qin; Chunying Sun; Yantong Sun; Yan Jin; Wenjie Sui; Min Zhang; Hairong Long; Tao Wu,2025,posted-content,SRC-000002,https://doi.org/10.2139/ssrn.5946779,https://doi.org/10.2139/ssrn.5946779,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000072,1
DOC-000073,Effects of Aqueous Extracts of Raw Pu‐erh Tea and Ripened Pu‐Erh Tea on Proliferation and Differentiation of 3T3‐L1 Preadipocytes,Zhen‐Hui Cao; Hui Yang; Zhan‐Long He; Cheng Luo; Zhi‐Qiang Xu; Da‐Hai Gu; Jun‐Jing Jia; Chang‐Rong Ge; Qiu‐Ye Lin,2012-10-2,journal-article,SRC-000002,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fptr.4831,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2Fptr.4831,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000073,1
DOC-000074,Pu-erh Tea Restored Circadian Rhythm Disruption by Regulating Tryptophan Metabolism,,,component,SRC-000002,https://doi.org/10.1021/acs.jafc.2c01883.s001,https://doi.org/10.1021/acs.jafc.2c01883.s001,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000074,1
DOC-000075,Isolation and Identification of Chemical Structure of Antioxidant Flavonoids from Raw Pu-erh Tea,Hyun Jae Yoo; Ha Sook Chung,2020-6-30,journal-article,SRC-000002,https://doi.org/10.29225/jkts.2020.26.2.23,https://doi.org/10.29225/jkts.2020.26.2.23,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000075,1
DOC-000076,"Metabolites and Metagenomic Analysis Reveals the Quality of “Tea Head”, a Derivative Product of Pu-Erh Tea",Shiqiang He; Xinyi Deng; Yuxin Han; Ying-Juan Chen,2023,posted-content,SRC-000002,https://doi.org/10.2139/ssrn.4476402,https://doi.org/10.2139/ssrn.4476402,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000076,1
DOC-000077,Effect on Antioxidants and HCT116 Growth Inhibitory Activities of Phenolic Acids Isolated from Raw Pu-erh Tea,Ha Sook Chung,2020-12-30,journal-article,SRC-000002,https://doi.org/10.29225/jkts.2020.26.4.55,https://doi.org/10.29225/jkts.2020.26.4.55,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000077,1
DOC-000078,Analysis on the Pu-erh Tea Experience on the Yan Xing Lu in the Late Joseon Dynasty,Won-Jong Yi,2019-12-31,journal-article,SRC-000002,https://doi.org/10.29225/jkts.2019.25.4.40,https://doi.org/10.29225/jkts.2019.25.4.40,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000078,1
DOC-000079,Chemical constitutes of flavones from Pu-erh tea,,2013-5-15,journal-article,SRC-000002,https://doi.org/10.4268/cjcmm20131020,https://doi.org/10.4268/cjcmm20131020,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000079,1
DOC-000080,Ripened Pu-erh Tea Extract Protects Mice from Obesity by Modulating Gut Microbiota Composition,,,component,SRC-000002,https://doi.org/10.1021/acs.jafc.8b04909.s007,https://doi.org/10.1021/acs.jafc.8b04909.s007,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000080,1
DOC-000081,Ripened Pu-erh Tea Extract Protects Mice from Obesity by Modulating Gut Microbiota Composition,,,component,SRC-000002,https://doi.org/10.1021/acs.jafc.8b04909.s002,https://doi.org/10.1021/acs.jafc.8b04909.s002,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000081,1
DOC-000082,Ripened Pu-erh Tea Extract Protects Mice from Obesity by Modulating Gut Microbiota Composition,,,component,SRC-000002,https://doi.org/10.1021/acs.jafc.8b04909.s004,https://doi.org/10.1021/acs.jafc.8b04909.s004,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000082,1
DOC-000083,Comparable neuroprotection efficacy of raw Pu-erh tea and ripened Pu-erh tea in D-galactose-induced aging mice via gut-brain axis,Liyuan Peng; Hongzhe Zeng; Xiaomei Yang; Liwei Wan; Qixian Bai; Linmei Liu; Hui Rao; Hui Li; Xingrui Xiong; Linlin Li; Jiuyun Chu; Weitao Wang; Songtao Pu; Jian’an Huang; Zhonghua Liu,2026-5-5,journal-article,SRC-000002,https://www.nature.com/articles/s41538-026-00872-x,https://www.nature.com/articles/s41538-026-00872-x,METADATA_ONLY,unknown,unknown,B,,,0,0,0,,not_required,unverified,,,,1,2026-07-31T10:02:21+00:00,2026-08-12T21:40:00+00:00,CORE_PUER,1.0,"direct Pu-erh identity marker in title: pu-erh; metadata or fulltext is not locally verified, so retrieval remains disabled",0,DOC-000083,1
