claim_id,document_id,document_title,risk_class,assessment_status,disposition,source_match_status,context_type,study_design,scope_summary,limitation_note,paragraph_id,page_start,human_signoff_status,publication_status,reviewer_kind,reviewed_at
CLM-1E3DC067D8AA58863CF8,DOC-000146,Safety Assessment and Contaminants Detection in Different types of Tea and Tea products,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,UNSPECIFIED_CONTEXT,MICROBIOLOGY_STUDY,只可表述為《Safety Assessment and Contaminants Detection in Different types of Tea and Tea products》在其自身樣本、方法及條件下的來源記載；研究設計標記為 MICROBIOLOGY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000146-P0002-P0003-CHK-007071,3,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-1F060AD1EE63934DC7D6,DOC-000446,Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_AS_INTERPRETATION_ONLY,EXACT_NORMALISED_MATCH,DISCUSSION_INTERPRETATION,METHOD_VALIDATION,只可表述為《Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 METHOD_VALIDATION。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。,DOC-000446-P0001-P0001-CHK-009890,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-2EAD1B0274572F1EF3FD,DOC-000433,"Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,SAFETY_STUDY,"只可表述為《Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000433-P0001-P0001-CHK-009428,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-396799DF09051940362A,DOC-000456,"Simultaneous Determination and Health Risk Assessment of Four High Detection Rate Pesticide Residues in Pu'er Tea from Yunnan, China.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,SAFETY_STUDY,"只可表述為《Simultaneous Determination and Health Risk Assessment of Four High Detection Rate Pesticide Residues in Pu'er Tea from Yunnan, China.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000456-P0001-P0001-CHK-010231,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-41B0B2EB83DC09260377,DOC-000442,Nonstereoselective dissipation of sulfoxaflor in different Puer tea processing.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,SAFETY_STUDY,只可表述為《Nonstereoselective dissipation of sulfoxaflor in different Puer tea processing.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000442-P0001-P0001-CHK-009737,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-48B6CF94DE1956B116E9,DOC-000446,Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,METHOD_VALIDATION,只可表述為《Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 METHOD_VALIDATION。結果只代表所抽樣批次、分析物、檢測方法及報告時點。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000446-P0001-P0002-CHK-009881,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-4D7B8BC6AD818080BCF1,DOC-000446,Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,METHOD_VALIDATION,只可表述為《Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 METHOD_VALIDATION。結果只代表所抽樣批次、分析物、檢測方法及報告時點。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000446-P0001-P0002-CHK-009875,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-575F317415BB00E38220,DOC-000460,Ingredients in Zijuan Pu'er Tea Extract Alleviate β-Amyloid Peptide Toxicity in a Caenorhabditis elegans Model of Alzheimer's Disease Likely through DAF-16.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,UNKNOWN_RESEARCH_DESIGN,只可表述為《Ingredients in Zijuan Pu'er Tea Extract Alleviate β-Amyloid Peptide Toxicity in a Caenorhabditis elegans Model of Alzheimer's Disease Likely through DAF-16.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 UNKNOWN_RESEARCH_DESIGN。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000460-P0002-P0003-CHK-010390,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-656ABA41571D130ECB9C,DOC-000442,Nonstereoselective dissipation of sulfoxaflor in different Puer tea processing.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,SAFETY_STUDY,只可表述為《Nonstereoselective dissipation of sulfoxaflor in different Puer tea processing.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000442-P0001-P0001-CHK-009753,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-676F128EA884B6D6569E,DOC-000433,"Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,SAFETY_STUDY,"只可表述為《Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000433-P0001-P0001-CHK-009437,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-72C5BA6CA08EA782A5BE,DOC-000460,Ingredients in Zijuan Pu'er Tea Extract Alleviate β-Amyloid Peptide Toxicity in a Caenorhabditis elegans Model of Alzheimer's Disease Likely through DAF-16.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,REJECT_FRAGMENT_OR_NOISE,EXACT_NORMALISED_MATCH,FRAGMENT_OR_CAPTION,UNKNOWN_RESEARCH_DESIGN,只可表述為《Ingredients in Zijuan Pu'er Tea Extract Alleviate β-Amyloid Peptide Toxicity in a Caenorhabditis elegans Model of Alzheimer's Disease Likely through DAF-16.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 UNKNOWN_RESEARCH_DESIGN。本候選不適合轉化為公開知識主張。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。,DOC-000460-P0001-P0001-CHK-010406,,NOT_REQUIRED_REJECTED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-89219B4BC66FCF0B6B2C,DOC-000473,Discriminant Analysis of Pu-Erh Tea of Different Raw Materials Based on Phytochemicals Using Chemometrics.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,SAFETY_STUDY,只可表述為《Discriminant Analysis of Pu-Erh Tea of Different Raw Materials Based on Phytochemicals Using Chemometrics.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000473-P0001-P0001-CHK-010810,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-897663A84A1A7145F7B6,DOC-000483,Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,UNKNOWN_RESEARCH_DESIGN,只可表述為《Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 UNKNOWN_RESEARCH_DESIGN。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000483-P0001-P0002-CHK-011136,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-89C02715FBAE9EAAE6D6,DOC-000433,"Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,SAFETY_STUDY,"只可表述為《Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000433-P0001-P0001-CHK-009428,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-8BD85137D83136B2FA71,DOC-000446,Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,METHOD_VALIDATION,只可表述為《Simultaneous Determination of Pesticide Residues and Mycotoxins in Storage Pu-erh Tea Using Ultra-High-Performance Liquid Chromatography Coupled with Tandem Mass Spectrometry.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 METHOD_VALIDATION。結果只代表所抽樣批次、分析物、檢測方法及報告時點。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000446-P0002-P0003-CHK-009882,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-8D847AB7EDEB5B813654,DOC-000433,"Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,RESULTS_OBSERVATION,SAFETY_STUDY,"只可表述為《Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000433-P0001-P0001-CHK-009437,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-9D087EE04496DE5E1BB4,DOC-000433,"Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.",HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,RETAIN_SAFETY_STUDY_SPECIFIC,EXACT_NORMALISED_MATCH,METHOD_DESCRIPTION,SAFETY_STUDY,"只可表述為《Kinetics, pathways, mechanism and toxicity evaluation of chiral pesticide Paichongding during the fermentation of Puer tea.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 SAFETY_STUDY。結果只代表所抽樣批次、分析物、檢測方法及報告時點。",目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 未檢出不代表不存在，檢出亦不自動等於超標或構成個人健康風險。,DOC-000433-P0001-P0001-CHK-009418,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
CLM-ABEB12FDAF1958347791,DOC-000483,Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.,HIGH_SAFETY,SOURCE_CHECKED_AI_ASSISTED,DEFER_TO_PRIMARY_SOURCE,EXACT_NORMALISED_MATCH,INTRODUCTION_BACKGROUND,UNKNOWN_RESEARCH_DESIGN,只可表述為《Analytical Assessment of Bio- and Toxic Elements Distribution in Pu-erh and Fruit Teas in View of Chemometric Approach.》在其自身樣本、方法及條件下的來源記載；研究設計標記為 UNKNOWN_RESEARCH_DESIGN。本句位於背景或轉述語境，發布前須追查原始被引來源。,目前只有一個來源句與一個相連正文段落，尚未完成獨立來源交叉核對。 原件沒有可用 PDF 頁碼，須以標題路徑及段落識別碼定位。 句子可能只是作者概述或引用他人研究，不能把本文當作原始證據。,DOC-000483-P0004-P0005-CHK-011139,,REQUIRED,HOLD,AI_ASSISTED_SOURCE_CHECK,2026-08-12T21:10:37+00:00
