document_id,topic_id,name,relation_type,confidence
DOC-000400,TOP-000008,sensory,CORE,0.91
DOC-000400,TOP-000007,storage,CORE,0.91
DOC-000400,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000400,TOP-000013,geography,SUBSTANTIVE,0.76
DOC-000400,TOP-000002,cultivar,MENTIONS,0.55
DOC-000400,TOP-000012,history,MENTIONS,0.55
DOC-000400,TOP-000015,industry,MENTIONS,0.55
DOC-000400,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000400,TOP-000005,processing,MENTIONS,0.55
DOC-000400,TOP-000001,production,MENTIONS,0.55
DOC-000400,TOP-000016,standards,MENTIONS,0.55
DOC-000400,TOP-000003,terroir,MENTIONS,0.55
DOC-000401,TOP-000009,chemistry,CORE,0.91
DOC-000401,TOP-000008,sensory,CORE,0.91
DOC-000401,TOP-000006,fermentation,MENTIONS,0.55
DOC-000401,TOP-000013,geography,MENTIONS,0.55
DOC-000401,TOP-000015,industry,MENTIONS,0.55
DOC-000401,TOP-000010,microbiology,MENTIONS,0.55
DOC-000401,TOP-000016,standards,MENTIONS,0.55
DOC-000402,TOP-000009,chemistry,CORE,0.91
DOC-000402,TOP-000008,sensory,CORE,0.91
DOC-000402,TOP-000007,storage,CORE,0.94
DOC-000402,TOP-000002,cultivar,MENTIONS,0.55
DOC-000402,TOP-000006,fermentation,MENTIONS,0.55
DOC-000402,TOP-000013,geography,MENTIONS,0.55
DOC-000402,TOP-000015,industry,MENTIONS,0.55
DOC-000402,TOP-000010,microbiology,MENTIONS,0.55
DOC-000402,TOP-000005,processing,MENTIONS,0.55
DOC-000402,TOP-000001,production,MENTIONS,0.55
DOC-000402,TOP-000016,standards,MENTIONS,0.55
DOC-000403,TOP-000009,chemistry,CORE,0.94
DOC-000403,TOP-000008,sensory,CORE,0.91
DOC-000403,TOP-000007,storage,CORE,0.91
DOC-000403,TOP-000002,cultivar,MENTIONS,0.55
DOC-000403,TOP-000014,culture,MENTIONS,0.55
DOC-000403,TOP-000006,fermentation,MENTIONS,0.55
DOC-000403,TOP-000013,geography,MENTIONS,0.55
DOC-000403,TOP-000015,industry,MENTIONS,0.55
DOC-000403,TOP-000010,microbiology,MENTIONS,0.55
DOC-000403,TOP-000005,processing,MENTIONS,0.55
DOC-000403,TOP-000001,production,MENTIONS,0.55
DOC-000403,TOP-000016,standards,MENTIONS,0.55
DOC-000404,TOP-000009,chemistry,CORE,0.91
DOC-000404,TOP-000008,sensory,CORE,0.91
DOC-000404,TOP-000007,storage,CORE,0.91
DOC-000404,TOP-000002,cultivar,MENTIONS,0.55
DOC-000404,TOP-000006,fermentation,MENTIONS,0.55
DOC-000404,TOP-000013,geography,MENTIONS,0.55
DOC-000404,TOP-000015,industry,MENTIONS,0.55
DOC-000404,TOP-000010,microbiology,MENTIONS,0.55
DOC-000404,TOP-000005,processing,MENTIONS,0.55
DOC-000404,TOP-000001,production,MENTIONS,0.55
DOC-000404,TOP-000016,standards,MENTIONS,0.55
DOC-000405,TOP-000007,storage,CORE,0.91
DOC-000405,TOP-000008,sensory,SUBSTANTIVE,0.8
DOC-000405,TOP-000002,cultivar,MENTIONS,0.55
DOC-000405,TOP-000006,fermentation,MENTIONS,0.55
DOC-000405,TOP-000013,geography,MENTIONS,0.55
DOC-000405,TOP-000015,industry,MENTIONS,0.55
DOC-000405,TOP-000010,microbiology,MENTIONS,0.55
DOC-000405,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000405,TOP-000005,processing,MENTIONS,0.55
DOC-000405,TOP-000001,production,MENTIONS,0.55
DOC-000405,TOP-000016,standards,MENTIONS,0.55
DOC-000406,TOP-000009,chemistry,CORE,0.91
DOC-000406,TOP-000008,sensory,CORE,0.91
DOC-000406,TOP-000006,fermentation,SUBSTANTIVE,0.76
DOC-000406,TOP-000010,microbiology,SUBSTANTIVE,0.76
DOC-000406,TOP-000002,cultivar,MENTIONS,0.55
DOC-000406,TOP-000013,geography,MENTIONS,0.55
DOC-000406,TOP-000015,industry,MENTIONS,0.55
DOC-000406,TOP-000005,processing,MENTIONS,0.55
DOC-000406,TOP-000001,production,MENTIONS,0.55
DOC-000406,TOP-000016,standards,MENTIONS,0.55
DOC-000406,TOP-000007,storage,MENTIONS,0.55
DOC-000406,TOP-000003,terroir,MENTIONS,0.55
DOC-000407,TOP-000009,chemistry,SUBSTANTIVE,0.8400000000000001
DOC-000407,TOP-000006,fermentation,SUBSTANTIVE,0.76
DOC-000407,TOP-000002,cultivar,MENTIONS,0.55
DOC-000407,TOP-000013,geography,MENTIONS,0.55
DOC-000407,TOP-000010,microbiology,MENTIONS,0.55
DOC-000407,TOP-000005,processing,MENTIONS,0.55
DOC-000407,TOP-000001,production,MENTIONS,0.55
DOC-000407,TOP-000008,sensory,MENTIONS,0.55
DOC-000407,TOP-000016,standards,MENTIONS,0.55
DOC-000407,TOP-000007,storage,MENTIONS,0.55
DOC-000408,TOP-000006,fermentation,CORE,0.91
DOC-000408,TOP-000008,sensory,CORE,0.94
DOC-000408,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000408,TOP-000016,standards,SUBSTANTIVE,0.76
DOC-000408,TOP-000002,cultivar,MENTIONS,0.55
DOC-000408,TOP-000013,geography,MENTIONS,0.55
DOC-000408,TOP-000015,industry,MENTIONS,0.55
DOC-000408,TOP-000010,microbiology,MENTIONS,0.55
DOC-000408,TOP-000005,processing,MENTIONS,0.55
DOC-000408,TOP-000001,production,MENTIONS,0.55
DOC-000409,TOP-000009,chemistry,CORE,0.91
DOC-000409,TOP-000002,cultivar,MENTIONS,0.55
DOC-000409,TOP-000006,fermentation,MENTIONS,0.55
DOC-000409,TOP-000016,standards,MENTIONS,0.55
DOC-000410,TOP-000008,sensory,CORE,0.94
DOC-000410,TOP-000009,chemistry,SUBSTANTIVE,0.76
DOC-000410,TOP-000006,fermentation,MENTIONS,0.55
DOC-000410,TOP-000013,geography,MENTIONS,0.55
DOC-000410,TOP-000015,industry,MENTIONS,0.55
DOC-000410,TOP-000010,microbiology,MENTIONS,0.55
DOC-000410,TOP-000005,processing,MENTIONS,0.55
DOC-000410,TOP-000001,production,MENTIONS,0.55
DOC-000410,TOP-000011,safety,MENTIONS,0.55
DOC-000410,TOP-000016,standards,MENTIONS,0.55
DOC-000410,TOP-000007,storage,MENTIONS,0.55
DOC-000411,TOP-000009,chemistry,CORE,0.91
DOC-000411,TOP-000005,processing,SUBSTANTIVE,0.76
DOC-000411,TOP-000006,fermentation,MENTIONS,0.55
DOC-000411,TOP-000013,geography,MENTIONS,0.55
DOC-000411,TOP-000015,industry,MENTIONS,0.55
DOC-000411,TOP-000011,safety,MENTIONS,0.55
DOC-000411,TOP-000016,standards,MENTIONS,0.55
DOC-000411,TOP-000003,terroir,MENTIONS,0.55
DOC-000412,TOP-000014,culture,CORE,0.91
DOC-000412,TOP-000006,fermentation,CORE,0.91
DOC-000412,TOP-000010,microbiology,CORE,0.94
DOC-000412,TOP-000008,sensory,SUBSTANTIVE,0.76
DOC-000412,TOP-000009,chemistry,MENTIONS,0.55
DOC-000412,TOP-000002,cultivar,MENTIONS,0.55
DOC-000412,TOP-000013,geography,MENTIONS,0.55
DOC-000412,TOP-000015,industry,MENTIONS,0.55
DOC-000412,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000412,TOP-000005,processing,MENTIONS,0.55
DOC-000412,TOP-000001,production,MENTIONS,0.55
DOC-000412,TOP-000011,safety,MENTIONS,0.55
DOC-000412,TOP-000016,standards,MENTIONS,0.55
DOC-000412,TOP-000003,terroir,MENTIONS,0.55
DOC-000413,TOP-000006,fermentation,CORE,0.91
DOC-000413,TOP-000010,microbiology,CORE,0.91
DOC-000413,TOP-000001,production,CORE,0.91
DOC-000413,TOP-000009,chemistry,MENTIONS,0.55
DOC-000413,TOP-000002,cultivar,MENTIONS,0.55
DOC-000413,TOP-000014,culture,MENTIONS,0.55
DOC-000413,TOP-000013,geography,MENTIONS,0.55
DOC-000413,TOP-000015,industry,MENTIONS,0.55
DOC-000413,TOP-000005,processing,MENTIONS,0.55
DOC-000413,TOP-000016,standards,MENTIONS,0.55
DOC-000413,TOP-000003,terroir,MENTIONS,0.55
DOC-000414,TOP-000009,chemistry,CORE,0.91
DOC-000414,TOP-000006,fermentation,CORE,0.94
DOC-000414,TOP-000005,processing,CORE,0.91
DOC-000414,TOP-000002,cultivar,MENTIONS,0.55
DOC-000414,TOP-000011,safety,MENTIONS,0.55
DOC-000414,TOP-000016,standards,MENTIONS,0.55
DOC-000414,TOP-000003,terroir,MENTIONS,0.55
DOC-000415,TOP-000013,geography,MENTIONS,0.55
DOC-000415,TOP-000015,industry,MENTIONS,0.55
DOC-000415,TOP-000005,processing,MENTIONS,0.55
DOC-000415,TOP-000001,production,MENTIONS,0.55
DOC-000415,TOP-000008,sensory,MENTIONS,0.55
DOC-000415,TOP-000016,standards,MENTIONS,0.55
DOC-000415,TOP-000007,storage,MENTIONS,0.55
DOC-000415,TOP-000003,terroir,MENTIONS,0.55
DOC-000416,TOP-000013,geography,CORE,0.91
DOC-000416,TOP-000009,chemistry,MENTIONS,0.55
DOC-000416,TOP-000004,mountain_and_village,MENTIONS,0.55
DOC-000416,TOP-000001,production,MENTIONS,0.55
DOC-000416,TOP-000011,safety,MENTIONS,0.55
DOC-000416,TOP-000003,terroir,MENTIONS,0.55
DOC-000417,TOP-000006,fermentation,SUBSTANTIVE,0.76
DOC-000417,TOP-000002,cultivar,MENTIONS,0.55
DOC-000417,TOP-000013,geography,MENTIONS,0.55
DOC-000417,TOP-000010,microbiology,MENTIONS,0.55
DOC-000417,TOP-000005,processing,MENTIONS,0.55
DOC-000417,TOP-000001,production,MENTIONS,0.55
DOC-000417,TOP-000008,sensory,MENTIONS,0.55
DOC-000417,TOP-000016,standards,MENTIONS,0.55
DOC-000418,TOP-000009,chemistry,CORE,0.91
DOC-000418,TOP-000008,sensory,CORE,0.91
DOC-000418,TOP-000002,cultivar,MENTIONS,0.55
DOC-000418,TOP-000014,culture,MENTIONS,0.55
DOC-000418,TOP-000013,geography,MENTIONS,0.55
DOC-000418,TOP-000012,history,MENTIONS,0.55
DOC-000418,TOP-000005,processing,MENTIONS,0.55
